ticket,summary,owner,component,milestone,status,version,created,priority,cc
13689,Can't draw lines on element that has not yet been attached to the DOM in IE,elazutkin,DojoX GFX,tbd,new,1.6.1,2011-08-15T00:14:16-07:00,high,
13738,"dojo.attr(node, 'required') inconsistent in different browsers",elazutkin,HTML,tbd,new,1.6.1,2011-08-23T02:43:01-07:00,high,
13745,dojo.marginBox wrong result when margin negative percentage in safari 5,elazutkin,HTML,tbd,new,1.6.1,2011-08-23T11:55:07-07:00,high,
13750,"dojo.style gets inconsistent values for top, left, right, bottom",elazutkin,HTML,tbd,new,1.6.1,2011-08-24T04:14:57-07:00,high,
13769,Circular dependency in dojo/dom-attr,elazutkin,BuildSystem,1.8,reopened,,2011-08-29T03:36:31-07:00,high,"rcgill, jburke"
13864,dojo.declare does not properly handle get set accessors,elazutkin,Core,tbd,new,1.6.1,2011-09-07T12:34:00-07:00,high,
13919,dojox.form.manager unregisterWidgetDescendants,elazutkin,DojoX Form,tbd,new,1.6.1,2011-09-15T20:33:50-07:00,high,
13920,removeAttr() sometimes silently fails in webkit,elazutkin,HTML,1.8,new,1.7.0b1,2011-09-16T06:24:02-07:00,high,
13964,scrollbar activates DnD,elazutkin,DnD,tbd,new,1.7.0b1,2011-09-21T07:49:43-07:00,high,elazutkin
14029,[patch][cla]dojox.mdnd Moveable throwning error,elazutkin,Dojox,tbd,new,1.6.1,2011-09-29T17:49:18-07:00,high,
14036,Change deprecated djConfig to dojoConfig in gfxSvgProxyFrame.html,elazutkin,DojoX GFX,tbd,new,1.7.0b1,2011-10-01T07:56:00-07:00,high,
14037,Remove defs reference when related object is removed,elazutkin,DojoX GFX,tbd,new,1.7.0b1,2011-10-01T08:04:55-07:00,high,
14116,"dojo.replaceClass arguments are un-intuitive replace(new, old) vs replace(old, new)",elazutkin,HTML,tbd,new,1.7.0b1,2011-10-18T13:10:40-07:00,high,
14191,dojo.style() causes error for DOM node types that do not have a style property,elazutkin,HTML,tbd,new,1.6.1,2011-11-01T09:51:02-07:00,high,
14257,[patch] dojo.byId return undefined in IE,elazutkin,HTML,tbd,new,1.6.1,2011-11-13T23:37:13-08:00,high,
14282,Avatar.update() does not respect Source.generateText property,elazutkin,DnD,tbd,new,1.7.0,2011-11-18T07:51:09-08:00,high,
14303,missing dojox/gfx pages in reference doc,elazutkin,Documentation,tbd,new,1.7.0,2011-11-23T23:45:08-08:00,high,
14307,missing reference doc for HTML methods,elazutkin,Documentation,tbd,new,1.7.0,2011-11-23T23:58:02-08:00,high,
14317,missing reference doc for dnd,elazutkin,Documentation,tbd,new,1.7.0,2011-11-24T00:21:11-08:00,high,
14339,missing pixel.gif image in dojox/mdnd CSS,elazutkin,DnD,tbd,new,1.7.0,2011-11-29T15:25:02-08:00,high,
14526,Tooltips do not position correctly on charts after scroll,elazutkin,Charting,tbd,new,1.7.1,2011-12-22T11:50:23-08:00,high,
14551,"divide by 0 errors in gradient, matrix code",elazutkin,DojoX GFX,tbd,new,1.7.1,2012-01-02T11:17:14-08:00,high,
14558,VML doesn't apply scale transform to stroke,elazutkin,DojoX GFX,tbd,new,1.7.1,2012-01-03T20:18:03-08:00,high,
14640,svg2gfx.xsl fails to detect exsl:node-set capability,elazutkin,DojoX GFX,tbd,new,1.7.1,2012-01-18T12:16:41-08:00,high,torsten.crass@…
7209,Moveable drag breaks when using delay property,elazutkin,DnD,future,new,1.1.1,2008-07-16T07:58:23-07:00,low,
7995,DnD still highlights text in IE,elazutkin,DnD,future,new,1.2.0,2008-10-30T09:05:11-07:00,low,
8458,dojox.gfx does not work in AIR,elazutkin,DojoX GFX,future,new,1.2.3,2009-01-19T13:12:27-08:00,low,dylan
9549,DOH doesn't start tests automatically when dojo is not present.,elazutkin,TestFramework,future,assigned,1.3.0,2009-07-14T22:54:49-07:00,low,
9822,"dojo.attr(li, ""value"") returns number on IE7",elazutkin,HTML,future,assigned,1.3.2,2009-09-02T17:13:04-07:00,low,
9991,Unable to check if object is an instance of dojo.NodeList,elazutkin,Core,future,new,1.3.2,2009-09-29T11:53:49-07:00,low,
10585,Tree: scrolling triggers a drag,elazutkin,Dijit,future,assigned,1.4.0,2010-01-03T17:11:47-08:00,low,jbondc
10876,Pattern fill does not work with Silverlight renderer,elazutkin,DojoX GFX,future,assigned,1.4.0,2010-03-22T14:13:15-07:00,low,chymchymx@…
10885,Silverlight Surface.getDimensions seems to break?,elazutkin,DojoX GFX,future,assigned,1.4.2,2010-03-23T08:26:00-07:00,low,
12327,Allow dojo.Animation to have a duration of zero or throw an error,elazutkin,Core,future,assigned,1.6.0rc1,2011-02-21T09:04:12-08:00,low,
14250,IconItem top size is negative,EricWang,DojoX Mobile,tbd,pending,1.7.0,2011-11-09T21:32:23-08:00,high,onoat
14657,dojox.grid steals focus when it gets updated,Evan,DojoX Grid,tbd,new,1.7.1,2012-01-21T13:41:17-08:00,undecided,
11386,[patch]the datagrid's editable cell can't save when click on area outside the grid.,Evan,DojoX Grid,future,new,1.4.2,2010-06-30T20:19:52-07:00,blocker,
12998,Grid destroys tab order,Evan,DojoX Grid,1.8,new,1.6.1,2011-05-19T10:14:40-07:00,blocker,
13487,Long title in the header of DataGrid is chopped off with autoWidth is set.,Evan,DojoX Grid,tbd,new,1.7.0b1,2011-07-20T12:57:00-07:00,blocker,
13547,DOJO grid with JAWS issue,Evan,DojoX Grid,tbd,new,1.6.1,2011-07-29T02:16:17-07:00,blocker,
14145,focus of editable cell is lost in IE8,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-24T07:07:41-07:00,blocker,stella.jia@…
14171,dijit.Menu with leftClickToOpen does not open on a grid,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-29T15:22:57-07:00,blocker,
10135,Enhanced grid -  Unsorted element (x) doesn't have 6px padding,Evan,DojoX Grid,future,new,1.4.0b,2009-10-16T14:54:15-07:00,high,"drschwartz, tmayeur@…, toonetown, hwcdl@…"
10145,EnhancedGrid - Column size sensivity too great,Evan,DojoX Grid,future,new,1.4.0b,2009-10-19T10:59:49-07:00,high,"drschwartz, tmayeur@…, toonetown, hwcdl@…"
10356,EnhancedGrid: Keyboard focus lost when moving selected columns via keyboard,Evan,DojoX Grid,future,new,1.4.0b,2009-11-17T09:46:49-08:00,high,"evan, toonetown, peller"
10438,DataGrid large selection doesn't work,Evan,DojoX Grid,future,new,1.4.0b,2009-12-01T03:14:24-08:00,high,"brianforbes, toonetown"
10454,Grid:  Home and end keys do not set focus when used with keyboard,Evan,DojoX Grid,future,new,1.4.0b,2009-12-02T07:22:24-08:00,high,
10484,grids inside of dialogs don't work,Evan,DojoX Grid,1.8,new,1.5,2009-12-10T12:33:17-08:00,high,
10485,Incorrect blur event management on Internet Explorer,Evan,DojoX Grid,future,new,1.4.0b,2009-12-10T13:05:19-08:00,high,
10487,DataGrid.scrollToRow() does not work for bottom rows,Evan,DojoX Grid,1.8,new,1.4.0,2009-12-10T13:53:07-08:00,high,
10500,DataGrid rowSelector messed up when in TabContainer,Evan,DojoX Grid,1.8,new,1.4.0,2009-12-14T09:15:06-08:00,high,
10515,Grid:  focus leaves grid if press shift+F10 on a data cell,Evan,DojoX Grid,future,new,1.4.0,2009-12-16T08:17:12-08:00,high,
10522,Possible DataGrid Performance Problem..,Evan,DojoX Grid,future,new,1.4.0,2009-12-16T12:33:35-08:00,high,
10535,Grid:  default context menu is displayed in Safari4/win when header contextMenu invoked via keyboard,Evan,DojoX Grid,future,new,1.4.0,2009-12-18T08:29:46-08:00,high,
10620,dojox.DataGrid onRowStyle render problem,Evan,DojoX Grid,future,new,1.4.0,2010-01-10T15:06:20-08:00,high,
10638,Bottom row of the grid is cut in Firefox,Evan,DojoX Grid,1.8,new,1.3.2,2010-01-17T01:30:13-08:00,high,
10734,ComboBox as cell of DataGrid does not page correctly through options on ENTER key,Evan,DojoX Grid,future,new,1.4.0,2010-02-09T12:52:29-08:00,high,
10796,[patch] [cla] fix focus omission in Grid,Evan,DojoX Grid,future,new,1.4.0,2010-02-26T14:24:54-08:00,high,
11294,[patch][cla] Add filtering to data grid,Evan,DojoX Grid,future,new,1.5.0b2,2010-06-10T06:48:37-07:00,high,
11572,DataGrid generates runtime errors when you delete rows in a particular order,Evan,DojoX Grid,1.8,new,1.5,2010-08-14T16:33:20-07:00,high,
12118,"dojox.grid.TreeGrid, rowHeight integer value aren't used in sub level rows",Evan,DojoX Grid,tbd,new,1.5,2010-12-23T13:40:57-08:00,high,"treegrid, rowheight"
12178,Lose focus when navigating editable cells using TAB key,Evan,DojoX Grid,future,new,1.6.0b1,2011-01-18T22:26:36-08:00,high,
12305,Enhanced Grid Accessibility - JAWS unable to read the check status for check boxes in Firefox,Evan,DojoX Grid,1.8,new,1.5,2011-02-16T19:53:04-08:00,high,
12481,Invalid call to cell.restore() in dojox/grid/_EditManager.js,Evan,DojoX Grid,tbd,new,1.6.0,2011-03-19T04:44:34-07:00,high,
12555,Selecting a on DataGrid in a ContentPane works on 1.5 but not 1.6,Evan,DojoX Grid,tbd,new,1.6.0,2011-03-28T16:16:53-07:00,high,jajubear@…
12714,Bug when dropdownbutton menu is added in the EnhancedGrid,Evan,DojoX Grid,1.8,new,1.6.0,2011-04-18T11:37:06-07:00,high,
12787,Unable to manually resize DataGrid column width when inside Accordion,Evan,DojoX Grid,tbd,new,1.5,2011-04-26T05:39:18-07:00,high,
12820,can't parse data-dojo-props on sub-nodes,Evan,DojoX Grid,tbd,new,1.6.0,2011-05-01T12:25:47-07:00,high,
12898,DataGrid: Column widths to small with Chrome,Evan,DojoX Grid,1.8,new,1.6.1,2011-05-09T21:48:19-07:00,high,
12938,Infinite loop of events with gridContainer and IE8,Evan,DojoX Grid,tbd,new,1.6.0,2011-05-15T00:17:34-07:00,high,
13003,erroneous horizontal scroll bar,Evan,DojoX Grid,tbd,new,1.6.1,2011-05-19T18:25:58-07:00,high,
13048,dojo.touch doesn't handle devices w/touch and mouse,Evan,Events,tbd,new,1.6.1,2011-05-22T21:21:07-07:00,high,
13054,EnhancedGrid/QueryReadStore sorting reversed/lost on new data query,Evan,DojoX Grid,tbd,new,1.6.1,2011-05-23T05:15:35-07:00,high,kevin@…
13082,DataGrid: Discrepancy with editing cells when using setItems vs query,Evan,DojoX Grid,tbd,new,1.6.0,2011-05-26T07:17:39-07:00,high,
13138,Enhanced Grid Paginator: Focus Problem,Evan,DojoX Grid,tbd,new,1.6.1,2011-05-31T21:33:03-07:00,high,
13181,Setting the DataGrid rowHeight attribute creates empty space between each page row.,Evan,General,tbd,new,1.6.1,2011-06-06T09:58:06-07:00,high,
13271,"Tree grid items should use datastore identity, not DOM itemId.",Evan,DojoX Grid,tbd,new,1.6.1,2011-06-21T23:33:49-07:00,high,
13296,Error when using DataGrid in an HTA,Evan,DojoX Grid,tbd,new,1.6.1,2011-06-23T09:24:28-07:00,high,Glen.Ditchfield@…
13308,Scrollbar on OSX Lion browsers cannot be manually grabbed when set to show on scroll,Evan,DojoX Grid,tbd,new,1.7.0b1,2011-06-24T10:52:48-07:00,high,
13330,Clicking outside the grid in IE doesn't get rid of a cell's editor,Evan,DojoX Grid,1.8,new,1.7.0b1,2011-06-27T15:01:58-07:00,high,
13401,Treegrid won't open/close nodes with several attributes,Evan,DojoX Grid,tbd,new,1.6.1,2011-07-10T23:23:45-07:00,high,
13421,Whole Screen Flicker Caused by Dojo Grid,Evan,DojoX Grid,tbd,new,1.6.1,2011-07-11T13:50:16-07:00,high,josh.harness@…
13502,Hidden columns cause javascript timeout,Evan,DojoX Grid,tbd,new,1.6.1,2011-07-22T10:43:14-07:00,high,
13617,TreeGrid will not expand rows when defaultOpen is false and store identifiers are not strings,Evan,DojoX Grid,tbd,new,1.6.1,2011-08-08T19:00:54-07:00,high,
13655,LocalImage editor plugin breaks after one successful upload,Evan,Editor,tbd,new,1.7.0b1,2011-08-10T10:37:37-07:00,high,
13771,Wrong row index in dojox.grid.enhanced.plugins.CellMerge mergeCells method,Evan,DojoX Grid,tbd,new,1.6.1,2011-08-29T06:59:00-07:00,high,
13795,dojox.grid.DataGrid does not implement set() API across the board,Evan,DojoX Grid,tbd,new,1.6.1,2011-08-31T10:56:54-07:00,high,
13862,Enhanced Datagrid Search Plugin Only retuns one result,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-07T06:07:04-07:00,high,
13908,DataGrid doesn't render composite widgets when adding new items to its store,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-14T13:48:11-07:00,high,
13912,First selection of a cell type:dojox.grid.cells.Editor in the DataGrid deletes the value in Chrome 13,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-15T07:34:45-07:00,high,
13913,No tool bar for cell type:dojox.grid.cells.Editor in a grid when using FireFox,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-15T07:43:45-07:00,high,
13914,IE8 dojox.grid.cells.Editor will not close when selecting anypart of the page except for another cell,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-15T07:59:08-07:00,high,
13943,DataGrid does not render data after setStore(),Evan,DojoX Grid,tbd,new,1.6.1,2011-09-19T23:24:12-07:00,high,
13974,ValidationTextBox inside DataGrid,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-22T07:26:09-07:00,high,
13975,Deleting value in DateTextBox inside DataGrid,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-22T08:11:12-07:00,high,
13981,dojox.grid._View._cleanupRowWidgets damages nested widgets,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-22T21:36:21-07:00,high,
13983,Issue in calculation of default page height,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-23T02:00:40-07:00,high,
13984,Bug with focus at DataGrid,Evan,DojoX Grid,tbd,new,1.6.1,2011-09-23T02:13:00-07:00,high,
13985,Issue with row height when fetching data,Evan,DojoX Grid,future,new,1.6.1,2011-09-23T02:21:35-07:00,high,
13991,1.7.0b5: FilteringSelect widget in dojox.grid.DataGrid error in Firefox 6 Mac,Evan,DojoX Grid,tbd,new,1.7.0b1,2011-09-23T14:30:44-07:00,high,
13998,Horizontal scrollbar in grid,Evan,DojoX Grid,tbd,new,1.7.0b1,2011-09-26T03:41:30-07:00,high,
14000,onRowMouseOver is triggered when moving from cell to cell in the same row,Evan,DojoX Grid,1.8,new,1.7.0b1,2011-09-26T14:01:26-07:00,high,
14102,dojox.grid._Layout problem on header's colSpan using JsonRestStore,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-16T00:19:26-07:00,high,
14118,LazyTreeGrid - a11y related defects,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-18T23:36:27-07:00,high,
14141,"[patch][cla] ValidationTextBox in Grid can't get ""required:true"" setting",Evan,DojoX Grid,tbd,new,1.7.0b1,2011-10-23T23:48:57-07:00,high,
14146,[patch][cla] TreeGrid - _by_idty_paths{} is not updated in time,Evan,DojoX Grid,tbd,new,1.7.0b1,2011-10-24T07:44:26-07:00,high,
14156,Dojox EnhancedGrid Filter is not working with _item field,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-26T03:02:08-07:00,high,
14180,EnhancedGrid - Pagination: grid.setQuery() works not properly with pagination,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-31T19:50:15-07:00,high,
14181,"EnhancedGrid - Pagination: when total records are less than the page size and on server if records added exceeds page size, all records are displayed on refresh",Evan,DojoX Grid,tbd,new,1.6.1,2011-10-31T19:53:02-07:00,high,
14182,EnhancedGrid - Pagination: The page size array should be preprocessed,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-31T19:56:07-07:00,high,
14183,"EnhancedGrid - Pagination: g18n issue, the string ""all"" is not translated, and there is no singular for the data item description",Evan,DojoX Grid,tbd,new,1.6.1,2011-10-31T20:02:40-07:00,high,
14184,EnhancedGrid - Pagination: Throw error when click non-activated page button,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-31T20:05:56-07:00,high,
14185,EnhancedGrid - Pagination: Incorrect status of goto page dialog open button,Evan,DojoX Grid,tbd,new,1.6.1,2011-10-31T22:40:15-07:00,high,
14283,"Lack translate ""statusTipRelAny"" and ""statusTipRelAll""",Evan,DojoX Grid,1.7.2,reopened,1.7.0,2011-11-20T09:03:25-08:00,high,ardemiranda@…
14326,DataGrid header not aligned with data rows in rtl mode using firefox,Evan,DojoX Grid,1.6.2,new,1.6.1,2011-11-26T05:03:45-08:00,high,
14391,listening for gestures prevent some other events to be received,Evan,Events,tbd,new,1.7.0,2011-12-05T04:15:12-08:00,high,
14457,"DataGrid with no scroll rows and autoHeight/rowHeight alignment problems, and column resize problems.",Evan,DojoX Grid,tbd,new,1.7.0,2011-12-13T12:07:56-08:00,high,dojo@…
14528,Problem while using filtering in advanced Grid with IE 7,Evan,DojoX Grid,tbd,new,1.7.1,2011-12-22T20:33:30-08:00,high,yogesh_edekar@…
14621,Can not bind data to grid from CSV store,Evan,DojoX Grid,tbd,new,1.7.1,2012-01-14T07:07:08-08:00,high,
14645,Grid column resizing/reordering breaks in IE8 standards mode,Evan,DojoX Grid,tbd,new,1.6.1,2012-01-19T12:34:38-08:00,high,BryanForbes
14556,Dojox Grid - Column Re-Size In IE9,Evan,DojoX Grid,tbd,new,1.7.1,2012-01-03T10:18:19-08:00,low,
12946,Dojo CometD Documentation has a bad CometD init URL making the example difficult to use,gregw,DojoX Cometd,tbd,new,1.6.1,2011-05-15T17:27:07-07:00,blocker,
9243,doh.robot.typeKeys and doh.robot.KeyPress seems not support backslash key,haysmark,TestFramework,future,new,1.3.0,2009-05-04T10:16:08-07:00,blocker,
7279,FilteringSelect does not correctly set value when two or more options have the same display (but different values),haysmark,Dijit - Form,future,new,1.1.1,2008-07-25T05:08:40-07:00,high,thecatwhisperer@…
7439,robot: scrolling sometimes not reset on refresh,haysmark,TestFramework,future,new,1.1.1,2008-08-14T16:19:19-07:00,high,
12484,ComboBox: apparently memory leak,haysmark,Dijit - Form,tbd,new,1.6.0,2011-03-21T01:31:18-07:00,high,
12487,DOH tearDown not working as expected,haysmark,TestFramework,tbd,new,1.5,2011-03-21T07:04:45-07:00,high,
12544,robot crashes FF4 on mac,haysmark,TestFramework,1.8,reopened,1.6.0,2011-03-27T05:34:26-07:00,high,
12956,focus_mouse test locks up IE9,haysmark,Dijit,tbd,new,1.6.1,2011-05-16T14:30:51-07:00,high,
13189,BorderContainer_complex locks up IE9,haysmark,Dijit,tbd,new,1.7.0b1,2011-06-07T09:27:17-07:00,high,
14123,DOH Robot iframe timing issue on IE8?,haysmark,TestFramework,1.8,new,1.7.0b1,2011-10-19T05:02:21-07:00,high,
1880,Tree: node content isn't selected on the 1st node edit on the page,ilia,Dojox,future,new,0.4,2006-11-13T18:30:19-08:00,high,sol@…
5807,Create a resources on how to theme and provide PSDs for themeing widgets,itorrey,themes,future,new,1.0,2008-02-09T08:23:34-08:00,high,
11661,update opera logo on dojotoolkit.org,itorrey,Website,future,new,1.5,2010-08-29T12:24:42-07:00,high,
13111,Dojo HTML5 Data-Attribute Support description typos,itorrey,Website,tbd,new,1.6.1,2011-05-30T09:18:30-07:00,high,
13170,FireFox 4 support not noted on dtk.org,itorrey,Website,tbd,new,1.6.1,2011-06-03T11:03:20-07:00,high,
14134,http://dojotoolkit.org/license - wrong president of the Dojo Foundation,itorrey,Website,tbd,new,,2011-10-22T10:51:13-07:00,high,
14553,bug in http://dojotoolkit.org/documentation/tutorials/1.6/data_modeling/demo/demo.html,itorrey,Website,tbd,new,1.7.1,2012-01-03T02:47:37-08:00,high,
14557,Error in slider tutorial,itorrey,Website,tbd,new,,2012-01-03T13:15:46-08:00,high,
14593,Symfony link pointing to old site,itorrey,Website,tbd,new,,2012-01-11T00:12:38-08:00,high,peter.kokot@…
14599,"On website Download page, shouldn't give unexplained URL of whole SVN repo",itorrey,Website,tbd,new,,2012-01-11T13:44:43-08:00,high,
14600,Website page on SVN could use some more details,itorrey,Website,tbd,new,,2012-01-11T13:52:08-08:00,high,
14607,dojotoolkit.org/getting-involved,itorrey,Website,tbd,new,,2012-01-12T04:20:14-08:00,high,peter.kokot@…
14624,dojotoolkit.org/reference-guide has wrong footer,itorrey,Website,tbd,new,,2012-01-15T10:47:49-08:00,high,peter.kokot@…
14628,dojotoolkit.org/blog has different footer,itorrey,Website,tbd,new,,2012-01-17T04:32:26-08:00,high,peter.kokot@…
12971,Tundra theme images corrupted,jamesthomas,WebBuilder,1.8,new,1.6.0,2011-05-17T14:40:04-07:00,blocker,
12985,Sorting breaks selection + others,jamesthomas,WebBuilder,future,new,1.6.0,2011-05-18T12:10:49-07:00,high,
13006,Auto-analysis failure,jamesthomas,WebBuilder,1.8,new,1.6.1,2011-05-20T04:50:51-07:00,high,
13399,EDITOR: Bullet-List Problems in IE,jaredj,Editor,tbd,new,1.6.0,2011-07-10T18:45:12-07:00,blocker,matthewcarltyson@…
10534,Dynamically Loading Editor.js/RichText.js Fails Without useXDomain,jaredj,Editor,future,new,1.4.0,2009-12-18T08:17:33-08:00,high,
11297,font family and size choices auto-removed.,jaredj,Editor,future,new,1.5.0rc1,2010-06-11T05:35:47-07:00,high,
11406,Safari5: dojox.wire.tests.ml.Service test failures,jaredj,DojoX Wires,future,new,1.5.0b2,2010-07-02T11:38:06-07:00,high,
14314,missing reference doc for SnapLogic data store,jaredj,Documentation,tbd,new,1.7.0,2011-11-24T00:12:17-08:00,high,
10741,dojo.cldr not fully built in 1.4 CDN,jburke,BuildSystem,1.4.3,new,1.4.0,2010-02-10T19:18:42-08:00,blocker,
11189,"dojo query escape '[' ',' ']' and '.' with \\ don't work for form input field name property",jburke,Core,future,new,1.5.0b2,2010-05-21T07:45:09-07:00,blocker,
11953,dojo.io.script.attach lack of async param breaks FF 3.6 concurrent DOM manipulation,jburke,IO,tbd,new,1.5,2010-11-18T01:15:23-08:00,blocker,antti@…
12750,[patch][ccla]allow null content type on dojo.xhr when ioArgs.query is a FormData object,jburke,IO,tbd,new,1.6.0,2011-04-22T20:45:16-07:00,blocker,
13228,Dojo 1.6.x xhr problem with Safari 5.x,jburke,IO,tbd,new,1.7.0b1,2011-06-13T12:23:26-07:00,blocker,
1663,fix loader.js comments and function names,jburke,General,future,new,0.3,2006-10-16T16:49:32-07:00,high,
2102,Custom build with empty template file,jburke,General,future,new,0.4,2006-12-05T09:08:31-08:00,high,
2319,memory leak in ScriptSrcTransport,jburke,IO,future,new,0.4.1,2007-01-15T09:23:33-08:00,high,
2429,intern-strings should ignore code in comments,jburke,BuildSystem,future,new,0.4.1,2007-02-07T13:31:11-08:00,high,
2536,dojo.requireIf fails in custom build with parentheses condition,jburke,BuildSystem,future,new,0.4.2rc1,2007-03-04T16:04:45-08:00,high,
3195,IE issue with DOMContentLoaded?,jburke,Core,future,new,0.4.2,2007-05-30T07:16:52-07:00,high,
3814,Errors in sync xhr are squelched,jburke,IO,2.0,new,0.9,2007-07-19T14:51:30-07:00,high,sjmiles
4163,strip all whitespace from flattened nls resources,jburke,BuildSystem,future,new,0.9,2007-08-14T13:02:29-07:00,high,
5049,Add more layers for CDN build,jburke,BuildSystem,future,new,1.0,2007-11-07T21:05:25-08:00,high,
5189,Discard layers with same name as a dependency causes problems?,jburke,BuildSystem,future,new,0.9,2007-11-18T21:32:18-08:00,high,
6172,Upgrade packer to v3.0,jburke,BuildTools,future,new,1.1b1,2008-03-12T08:29:28-07:00,high,
6411,Consider better options for preventing addOnUnload functions from being called,jburke,Core,future,new,1.1.0,2008-04-04T09:59:03-07:00,high,
7077,Build in GFX requireIf code into layer file,jburke,General,future,new,1.1.1,2008-06-27T16:59:13-07:00,high,"alex@…, jayant.b.sai@…, elazutkin"
7610,dojo.require calls from a layerDependency should stay in the dependent layer,jburke,BuildSystem,future,new,1.2beta,2008-09-06T09:29:53-07:00,high,dante
7685,Suggestions for improving build system usability,jburke,BuildSystem,2.0,new,1.2beta,2008-09-19T09:59:31-07:00,high,
7689,Have dojo.js detect for already loaded dojo,jburke,Core,future,new,1.2beta,2008-09-19T13:03:25-07:00,high,
7744,adding BASE tag to test file should load dojo,jburke,General,future,new,1.2beta,2008-09-26T14:49:15-07:00,high,peller
7750,Deferred squelches errors,jburke,Core,future,new,1.2beta,2008-09-28T09:10:03-07:00,high,"jburke, alex, dylan, kzyp"
7764,Specific value instead of .length property uses in hostenv_browser.js,jburke,Core,future,new,1.2beta,2008-09-30T10:28:16-07:00,high,
7894,building with standard scopeMap breaks dojo,jburke,BuildSystem,future,new,1.2.0,2008-10-19T05:45:14-07:00,high,
7904,Builds system: consider supporting top-level modules with same names as prefix directory,jburke,BuildSystem,future,new,1.2.0,2008-10-19T22:42:33-07:00,high,
7935,dojo._Url broken for more than two args,jburke,Core,future,new,1.2.0,2008-10-22T13:26:53-07:00,high,
8046,customBase build should have option not to inject dojo._base dependencies,jburke,BuildSystem,future,new,1.2.0,2008-11-08T15:22:57-08:00,high,
8049,Weird timing issue with firebug stubs in bootstrap.js when loading XHTML document causes exception during load,jburke,Core,future,new,1.2.0,2008-11-09T12:57:45-08:00,high,
8062,Error in custom build with 1.2.1,jburke,BuildTools,future,new,1.2.1,2008-11-11T09:28:33-08:00,high,
8179,Typo in loader_xd localization,jburke,BuildSystem,future,new,1.2.1,2008-11-26T16:22:52-08:00,high,
8329,Consider expanding dojo.provide/getObject calls in build layer for speed,jburke,BuildSystem,future,new,1.2.3,2008-12-30T14:41:05-08:00,high,
8465,Auto-register custom modules prefixes for xdomain builds inside of dojo.xd.js,jburke,BuildSystem,future,new,1.2.3,2009-01-20T14:41:27-08:00,high,
8467,dojo.xhr() is not atomic,jburke,IO,future,new,1.2.3,2009-01-21T05:16:06-08:00,high,alex
8547,Allow Sizzle as a query build option for dojo,jburke,Query,future,new,1.2.3,2009-02-01T21:22:46-08:00,high,
8588,Cross Domain build exception,jburke,BuildSystem,future,new,1.2.3,2009-02-06T06:11:10-08:00,high,vbaudry@…
9008,expandProvide and xdomain builds do not work,jburke,BuildSystem,future,new,1.3.0rc2,2009-03-29T07:47:42-07:00,high,
9032,Consider allowing setting local variables via Loader trickery,jburke,Core,future,new,1.3.0,2009-04-01T11:10:11-07:00,high,
9035,build: scope params cannot be set in profile,jburke,BuildSystem,future,new,1.3.0,2009-04-01T18:01:38-07:00,high,
9206,expandProvide failing on intermediate object,jburke,General,future,new,1.3.0,2009-04-26T13:46:01-07:00,high,
9395,layer file in nonexistent directory breaks build,jburke,BuildSystem,future,new,1.3.1,2009-06-12T03:12:44-07:00,high,
9656,NodeList-traverse add find,jburke,Core,future,new,1.3.2,2009-08-04T12:45:27-07:00,high,
9711,Can not make custom build.,jburke,BuildTools,future,reopened,1.3.2,2009-08-13T00:36:33-07:00,high,
10022,Do not pick up non-string literal dojo.require calls in the build system.,jburke,BuildSystem,future,new,1.3.2,2009-10-04T21:25:44-07:00,high,
10029,NodeList children() and filter() query fails,jburke,General,future,new,1.3.2,2009-10-05T14:28:18-07:00,high,"dante, elazutkin, alex"
10156,miscalced dojo root when working from source,jburke,General,future,new,1.3.2,2009-10-20T06:41:13-07:00,high,
10203,Consider using a custom object for NodeList instead of augmented Array,jburke,Core,2.0,new,1.4.0b,2009-10-23T20:33:12-07:00,high,
10354,XHR should pass errors to dfd.errBack and not let them bubble up,jburke,Core,future,new,1.4.0b,2009-11-17T08:14:08-08:00,high,
10592,dojo.config.require files required after dojo base but before modules in a dojo build,jburke,BuildSystem,future,new,1.4.0,2010-01-05T14:44:53-08:00,high,
10700,dojo.moduleUrl bug,jburke,Core,future,new,1.4.0,2010-02-02T09:04:53-08:00,high,
10795,Dojo build messes up flattened nls bundles for layers with prefix path duplication,jburke,BuildSystem,future,new,1.4.0,2010-02-26T10:42:56-08:00,high,
10879,Same localization could be included more than one time in a build,jburke,BuildSystem,future,new,1.4.0,2010-03-23T02:49:43-07:00,high,
